###=============================================================================================
# Coilaco-, Guampoe & Trancura river individual predation event data,
# used in the Gilljam et al AER v.45 chapter.
# 
# CSV-format:
# [Predator ID] [Predator Unique ID] [Predator mass] [Prey ID] [Prey mass] [Locality] [Season]
#
# Note that individual predators can have several prey, ie be represented on several rows,
# having the same Predator Unique ID.
#
# Some predation events lacked data about prey in the original data set. These events are removed.
#
# Data originally from 	David Figueroa
# Reformatted by		David Gilljam (david.gilljam@liu.se)
###=============================================================================================

"","predID","predUniqueID","predMass","preyID","preyMass","locality","season"
"372","Chiloporter penai (Demoulin)","Chiloporter penai (Demoulin) 1.334583",1.334583,"Nousia delicata (Navás)",0.022018,"Trancura",NA
"373","Rhyacophilida Gen sp2","Rhyacophilida Gen sp2 1.259382",1.259382,"Deceptiviosa torrens (Lugo-Ortiz & McCafferty)",0.105754,"Trancura",NA
"374","Rhyacophilida Gen sp2","Rhyacophilida Gen sp2 1.259382",1.259382,"Meridialaris diguillina (Demoulin)",0.002055,"Trancura",NA
"375","Rhyacophilida Gen sp2","Rhyacophilida Gen sp2 1.259382",1.259382,"Limnoperla jaffueli (Navás)",0.021182,"Trancura",NA
"376","Rhyacophilida Gen sp2","Rhyacophilida Gen sp2 1.259382",1.259382,"Orthocladius sp1",0.124143,"Trancura",NA
"377","Rhyacophilida Gen sp2","Rhyacophilida Gen sp2 0.4066",0.4066,"Cricotopus sp",0.03786,"Trancura",NA
"378","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 5.991202",5.991202,"Orthocladius sp1",0.171331,"Trancura",NA
"379","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 5.991202",5.991202,"Rheocricotopus sp",0.006698,"Trancura",NA
"380","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 3.897018",3.897018,"Orthocladius sp2",0.009006,"Trancura",NA
"381","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 3.897018",3.897018,"Eosericostoma sp",0.30161,"Trancura",NA
"382","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 5.991202",5.991202,"Deceptiviosa torrens (Lugo-Ortiz & McCafferty)",0.000576,"Trancura",NA
"383","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 5.991202",5.991202,"Andesiops peruviana (Ulmer)",0.105754,"Trancura",NA
"384","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 5.991202",5.991202,"Limnoperla jaffueli (Navás)",0.547507,"Trancura",NA
"385","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 5.991202",5.991202,"Antarctoperla michaelseni (Klapalek)",0.460051,"Trancura",NA
"386","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 5.991202",5.991202,"Aubertoperla sp (Illies)",0.557628,"Trancura",NA
"387","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 5.991202",5.991202,"Deceptiviosa torrens (Lugo-Ortiz & McCafferty)",0.000807,"Trancura",NA
"388","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 5.991202",5.991202,"Andesiops peruviana (Ulmer)",0.301216,"Trancura",NA
"389","Kempnyella genuali","Kempnyella genuali 5.018864",5.018864,"Aubertoperla sp (Illies)",0.061461,"Trancura",NA
"390","Kempnyella genuali","Kempnyella genuali 5.018864",5.018864,"Nousia delicata (Navás)",0.107178,"Trancura",NA
"391","Kempnyella genuali","Kempnyella genuali 3.289813",3.289813,"Limnoperla jaffueli (Navás)",0.026298,"Trancura",NA
"392","Kempnyella genuali","Kempnyella genuali 3.289813",3.289813,"Orthocladius sp1",0.013944,"Trancura",NA
"393","Kempnyella genuali","Kempnyella genuali 3.289813",3.289813,"Antarctoperla michaelseni (Klapalek)",0.214124,"Trancura",NA
"394","Kempnyella genuali","Kempnyella genuali 5.701154",5.701154,"Rheocricotopus sp",0.087427,"Trancura",NA
"395","Kempnyella genuali","Kempnyella genuali 5.701154",5.701154,"Orthocladius sp3",0.129622,"Trancura",NA
"396","Kempnyella genuali","Kempnyella genuali 5.701154",5.701154,"Thienemaniella sp",0.069958,"Trancura",NA
"397","Kempnyella genuali","Kempnyella genuali 0.554747",0.554747,"Orthocladius sp1",0.080159,"Trancura",NA
"398","Kempnyella genuali","Kempnyella genuali 0.554747",0.554747,"Cricotopus sp",0.006153,"Trancura",NA
"399","Pictetoperla gayi (Pictet)","Pictetoperla gayi (Pictet) 0.197161",0.197161,"Orthocladius sp2",5.6e-05,"Trancura",NA
"400","Klapoteryx armillata (Navás)","Klapoteryx armillata (Navás) 2.590798",2.590798,"Limnoperla jaffueli (Navás)",0.208671,"Trancura",NA
"401","Chiloporter penai (Demoulin)","Chiloporter penai (Demoulin) 0.757382",0.757382,"Andesiops peruviana (Ulmer)",0.001282,"Trancura",NA
"402","Chiloporter penai (Demoulin)","Chiloporter penai (Demoulin) 1.042876",1.042876,"Deceptiviosa torrens (Lugo-Ortiz & McCafferty)",0.013635,"Trancura",NA
"403","Chiloporter penai (Demoulin)","Chiloporter penai (Demoulin) 3.351282",3.351282,"Meridialaris diguillina (Demoulin)",0.016165,"Trancura",NA
"404","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 0.166512",0.166512,"Deceptiviosa torrens (Lugo-Ortiz & McCafferty)",0.008241,"Trancura",NA
"405","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 3.897018",3.897018,"Orthocladius sp1",0.000223,"Trancura",NA
"406","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 3.897018",3.897018,"Thienemaniella sp",0.11691,"Trancura",NA
"407","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 4.531528",4.531528,"Orthocladius sp3",0.034218,"Trancura",NA
"408","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 4.531528",4.531528,"Deceptiviosa torrens (Lugo-Ortiz & McCafferty)",0.109314,"Trancura",NA
"409","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 7.722232",7.722232,"Deceptiviosa torrens (Lugo-Ortiz & McCafferty)",0.219377,"Trancura",NA
"410","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 7.722232",7.722232,"Meridialaris diguillina (Demoulin)",0.303855,"Trancura",NA
"411","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 7.722232",7.722232,"Aubertoperla sp (Illies)",1.002818,"Trancura",NA
"412","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 3.897018",3.897018,"Orthocladius sp3",0.080166,"Trancura",NA
"413","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 3.897018",3.897018,"Andesiops peruviana (Ulmer)",0.23738,"Trancura",NA
"414","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 0.405642",0.405642,"Orthocladius sp3",0.080159,"Trancura",NA
"415","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 0.986297",0.986297,"Nousia delicata (Navás)",0.255389,"Trancura",NA
"416","Klapoteryx kuscheli (Illies)","Klapoteryx kuscheli (Illies) 5.7352",5.7352,"Orthocladius sp2",0.024741,"Trancura",NA
"417","Klapoteryx kuscheli (Illies)","Klapoteryx kuscheli (Illies) 10.30977",10.30977,"Antarctoperla michaelseni (Klapalek)",0.010709,"Trancura",NA
"418","Kempnyella genuali","Kempnyella genuali 7.236081",7.236081,"Meridialaris diguillina (Demoulin)",0.179252,"Trancura",NA
"419","Kempnyella genuali","Kempnyella genuali 0.356608",0.356608,"Deceptiviosa torrens (Lugo-Ortiz & McCafferty)",0.025474,"Trancura",NA
"420","Kempnyella genuali","Kempnyella genuali 0.356608",0.356608,"Nousia delicata (Navás)",0.003116,"Trancura",NA
"421","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 3.897018",3.897018,"Orthocladius sp1",0.183516,"Trancura",NA
"422","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 2.521767",2.521767,"Aubertoperla sp (Illies)",0.00233,"Trancura",NA
"423","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 2.173035",2.173035,"Orthocladius sp1",0.027564,"Trancura",NA
"424","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 2.173035",2.173035,"Orthocladius sp1",5.7e-05,"Trancura",NA
"425","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 2.173035",2.173035,"Eosericostoma sp",0.156345,"Trancura",NA
"426","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 2.805543",2.805543,"Orthocladius sp1",0.002633,"Trancura",NA
"427","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 2.805543",2.805543,"Thienemaniella sp",4e-06,"Trancura",NA
"428","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 2.805543",2.805543,"Orthocladius sp2",5.5e-05,"Trancura",NA
"429","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 0.756001",0.756001,"Diamesa sp2",0.002421,"Trancura",NA
"430","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 0.636134",0.636134,"Orthocladius sp1",5.7e-05,"Trancura",NA
"431","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 0.636134",0.636134,"Diamesa sp2",0.000139,"Trancura",NA
"432","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 0.636134",0.636134,"Eukiefierella sp",0.000423,"Trancura",NA
"433","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 0.636134",0.636134,"Andesiops peruviana (Ulmer)",0.005224,"Trancura",NA
"434","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 1.571897",1.571897,"Thienemaniella sp",6.3e-05,"Trancura",NA
"435","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 0.181788",0.181788,"Rheocricotopus sp",5.7e-05,"Trancura",NA
"436","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 0.181788",0.181788,"Thienemaniella sp",4.7e-05,"Trancura",NA
"437","Polycentropodidae Gen. Sp","Polycentropodidae Gen. Sp 0.977691",0.977691,"Orthocladius sp1",0.021331,"Trancura",NA
"438","Polycentropodidae Gen. Sp","Polycentropodidae Gen. Sp 0.977691",0.977691,"Meridialaris diguillina (Demoulin)",0.179252,"Trancura",NA
"439","Polycentropodidae Gen. Sp","Polycentropodidae Gen. Sp 0.908528",0.908528,"Deceptiviosa torrens (Lugo-Ortiz & McCafferty)",0.49914,"Trancura",NA
"440","Tanypodinae Gen. Sp","Tanypodinae Gen. Sp 0.02583",0.02583,"Diamesa sp1",7.9e-05,"Trancura",NA
"441","Tanypodinae Gen. Sp","Tanypodinae Gen. Sp 0.01756",0.01756,"Eukiefierella sp",2e-06,"Trancura",NA
"442","Tanypodinae Gen. Sp","Tanypodinae Gen. Sp 0.02583",0.02583,"Orthocladius sp1",1.3e-05,"Trancura",NA
"443","Limoniinae Gen. sp","Limoniinae Gen. sp 0.438348",0.438348,"Diamesa sp2",0.001051,"Trancura",NA
"444","Limoniinae Gen. sp","Limoniinae Gen. sp 0.690366",0.690366,"orthocladius sp1",2e-06,"Trancura",NA
"445","Chiloporter penai (Demoulin)","Chiloporter penai (Demoulin) 4.742211",4.742211,"Simulium sp",0.004424,"Trancura",NA
"446","Chiloporter penai (Demoulin)","Chiloporter penai (Demoulin) 4.742211",4.742211,"Eosericostoma sp",3.3e-05,"Trancura",NA
"447","Chiloporter penai (Demoulin)","Chiloporter penai (Demoulin) 4.742211",4.742211,"Orthocladius sp1",0.105238,"Trancura",NA
"448","Chiloporter penai (Demoulin)","Chiloporter penai (Demoulin) 2.576696",2.576696,"Orthocladius sp2",0.000138,"Trancura",NA
"449","Chiloporter penai (Demoulin)","Chiloporter penai (Demoulin) 2.576696",2.576696,"Antarctoperla michaelseni (Klapalek)",0.001596,"Trancura",NA
"450","Chiloporter penai (Demoulin)","Chiloporter penai (Demoulin) 2.576696",2.576696,"Orthocladius sp1",0.001051,"Trancura",NA
"451","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 1.143826",1.143826,"Meridialaris diguillina (Demoulin)",0.126736,"Trancura",NA
"452","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 1.143826",1.143826,"Eukiefierella sp",0.003925,"Trancura",NA
"453","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 1.143826",1.143826,"Deceptiviosa torrens (Lugo-Ortiz & McCafferty)",0.143171,"Trancura",NA
"454","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 0.405642",0.405642,"Andesiops peruviana (Ulmer)",0.143171,"Trancura",NA
"455","Smicridea chilensis (Navás)","Smicridea chilensis (Navás) 0.405642",0.405642,"Rheocricotopus sp",0.100967,"Trancura",NA
"456","Rhyacophilida Gen sp1","Rhyacophilida Gen sp1 0.004791",0.004791,"Orthocladius sp1",0.000724,"Trancura",NA
"457","Rhyacophilida Gen sp3","Rhyacophilida Gen sp3 0.505061",0.505061,"Copepod (ciclopoideo)",0.000294,"Trancura",NA
"458","Rhyacophilida Gen sp3","Rhyacophilida Gen sp3 0.505061",0.505061,"Copepod (Harpacticoideo)",0.000334,"Trancura",NA
"459","Rhyacophilida Gen sp3","Rhyacophilida Gen sp3 0.505061",0.505061,"Diamesa sp2",0.075636,"Trancura",NA
"460","Limoniinae Gen. sp","Limoniinae Gen. sp 0.89985",0.89985,"Udamocercia sp (Enderlein)",0.002396,"Trancura",NA
"461","Limoniinae Gen. sp","Limoniinae Gen. sp 1.112534",1.112534,"Diamesa sp1",0.000724,"Trancura",NA
"462","Limoniinae Gen. sp","Limoniinae Gen. sp 1.112534",1.112534,"Orthocladius sp1",0.013183,"Trancura",NA
"463","Limoniinae Gen. sp","Limoniinae Gen. sp 1.112534",1.112534,"Copepod (Harpacticoideo)",2.4e-05,"Trancura",NA
"464","Limoniinae Gen. sp","Limoniinae Gen. sp 0.534695",0.534695,"Orthocladius sp1",0.006181,"Trancura",NA
"465","Limoniinae Gen. sp","Limoniinae Gen. sp 1.212481",1.212481,"Thienemaniella sp",0.092067,"Trancura",NA
"466","Limoniinae Gen. sp","Limoniinae Gen. sp 0.764861",0.764861,"Orthocladius sp1",0.053754,"Trancura",NA
